 820-3399-a        Tebo-ICT,  license #YunTaiLi

 Test Fixture Nails     377/377  Selected Drills           01-January-2012 05:54
                        377 Nails,  1318 Nets               Metric units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$232       1.125    81.010   3  E1   (B)  #112  PP2V6_CAM_REAR_AF_FILT T PIN TB_TP132.1
$233       1.010    79.720   3  E1   (B)  #105  CAM_REAR_VSYNC   T PIN TB_TP6.1
$234       2.130    79.090   3  E1   (B)  #113  PP1V8_CAM_REAR_FILT T PIN TB_TP200.1
$235       3.160    77.845   3  E1   (B)  #108  ISP0_CAM_REAR_SHUTDOWN_L_F T PIN TB_TP86.1
$236       2.145    77.050   3  E1   (B)  #107  ISP0_CAM_REAR_SDA_F T PIN TB_TP138.1
$237       1.200    77.920   3  E1   (B)  #115  PP1V3_CAM_REAR_FILT T PIN TB_TP68.1
$238      -1.210    76.730   1  E1   (B)  #109  ISP0_CAM_REAR_CLK_F T PIN TB_TP214.1
$239       1.035    76.425   3  E1   (B)  #106  ISP0_CAM_REAR_SCL_F T PIN TB_TP139.1
$240       1.490    74.440   1  E1   (B)  #387  PP1V8_S2R_SW3_COMP T PIN TB_TP91.1
$241       3.640    70.550   1  E1   (B)  #238  PP3V0_SENSOR_PROX_AD7149_FILT T PIN TB_TP21.1
$242      42.220    62.730   3  D2   (B)  #126  PP_LDO1          T PIN TB_TP105.1
$243      43.260    62.730   4  D2   (B)  #140  PP_SMPS5_DSP_1V05 T PIN TB_TP99.1
$244      48.765    69.896   1  D2   (B)  #780  GPIO_PROX2SOC_IRQ_L T PIN TB_TP221.1
$245      52.890    64.930   1  D2   (B)  #557  BATT_SNS           PIN J7500.5
$246      53.300    68.820   2  D2   (B)  #51   CODEC_HP_DET_R   T PIN TB_TP276.1
$247      54.860    69.520   3  D2   (B)  #729  L81_DMIC1_FF_SD  T PIN TB_TP253.1
$248      56.360    69.650   2  D2   (B)  #31   PP1V7_VA_VCP     T PIN TB_TP320.1
$249      58.560    70.310   3  D2   (B)  #300  BATT_SWI_CONN    T PIN TB_TP371.1
$250      64.380    70.220   1  D2   (B)  #1052 COMPASS2OSCAR_INT T PIN TB_TP231.1
$251      67.990    63.020   1  C2   (B)  #53   MIKEY_TS_N       T PIN TB_TP252.1
$252      70.270    62.180   1  C2   (B)  #52   MIKEY_TS_P       T PIN TB_TP251.1
$253      72.940    61.990   1  C2   (B)  #636  UART_BB2WLAN_LTE_COEX T PIN TB_TP89.1
$254      74.140    69.960   4  C2   (B)  #34   PPVCC_MAIN       T PIN TB_TP317.1
$255      78.560    69.960   1  C2   (B)  #114  PP1V3_CAM        T PIN TB_TP87.1
$256      84.965    69.035   1  C2   (B)  #317  PP1V8_ALWAYS     T PIN TB_TP319.1
$257      99.110    69.910   2  C2   (B)  #826  UART6_TS_ACC_RXD T PIN TB_TP171.1
$258     108.100    70.010   2  B2   (B)  #947  TP_JTAG_SOC_TDO  T PIN TB_TP323.1
$259     112.610    68.200   1  B2   (B)  #825  UART6_TS_ACC_TXD T PIN TB_TP170.1
$260     119.750    68.110   1  B2   (B)  #685  I2C2_SCL_1V8     T PIN TB_TP216.1
$261     123.830    69.430   1  B2   (B)  #33   PP1V8_SW1        T PIN TB_TP183.1
$262     126.485    68.115   3  B2   (B)  #356  VCC_MAIN_PP3V3SW_RAMP T PIN TB_TP15.1
$263     127.770    68.150   3  B2   (B)  #684  I2C2_SDA_1V8     T PIN TB_TP215.1
$264     133.980    69.800   3  B2   (B)  #671  JTAG_SOC_TMS     T PIN TB_TP322.1
$265     135.290    69.240   3  B2   (B)  #357  TS_E75_ACC_DET_L T PIN TB_TP32.1
$266     135.170    67.250   3  B2   (B)  #791  PMU_E75_ACC_DET_L T PIN TB_TP247.1
$267     135.960    68.010   4  B2   (B)  #1127 USB_BB_N         T PIN TB_TP180.1
$268     136.910    68.340   3  B2   (B)  #1126 USB_BB_P         T PIN TB_TP179.1
$269     136.650    70.360   4  B2   (B)  #817  USB_SOC_N        T PIN TB_TP249.1
$270     137.900    69.182   3  B2   (B)  #672  JTAG_SOC_TCK     T PIN TB_TP324.1
$271     137.540    67.290   3  B2   (B)  #904  UART0_SOC_RXD    T PIN TB_TP173.1
$272     138.820    67.230   3  B2   (B)  #9    RESET_SOC_L      T PIN TB_TP195.1
$273     140.100    67.245   3  A2   (B)  #804  PMU_USB_BRICKID  T PIN TB_TP202.1
$274     141.390    67.240   3  A2   (B)  #257  PP3V3_ACC        T PIN TB_TP311.1
$275     146.510    67.290   3  A2   (B)  #546  EDP_HPD_EMI_CONN T PIN TB_TP31.1
$276     147.530    67.280   4  A2   (B)  #545  LED_IO_1_A       T PIN TB_TP294.1
$277     148.710    67.260   4  A2   (B)  #543  LED_IO_2_A       T PIN TB_TP293.1
$278     149.490    67.920   3  A2   (B)  #541  LED_IO_3_A       T PIN TB_TP292.1
$279     150.310    67.280   4  A2   (B)  #539  LED_IO_4_A       T PIN TB_TP291.1
$280     151.359    67.240   3  A2   (B)  #537  LED_IO_5_A       T PIN TB_TP290.1
$281     152.810    67.710   3  A2   (B)  #535  LED_IO_6_A       T PIN TB_TP289.1
$282     154.085    67.240   3  A2   (B)  #367  E75_DPAIR1_CONN_P T PIN TB_TP271.1
$283     155.355    67.440   3  A2   (B)  #366  E75_DPAIR1_CONN_N T PIN TB_TP272.1
$284     156.630    67.230   3  A2   (B)  #64   SPKRAMP_R2_OUT_P T PIN TB_TP44.1
$285     157.770    67.240   4  A2   (B)  #369  E75_DPAIR2_CONN_P T PIN TB_TP269.1
$286     158.860    67.230   3  A2   (B)  #368  E75_DPAIR2_CONN_N T PIN TB_TP270.1
$287     160.140    67.230   3  A2   (B)  #263  PPOUT_E75_ACC_ID2_CONN T PIN TB_TP273.1
$288     161.410    67.230   3  A2   (B)  #75   SPKRAMP_L2_OUT_P T PIN TB_TP48.1
$289     162.780    67.225   3  A2   (B)  #76   SPKRAMP_L2_OUT_N T PIN TB_TP49.1
$290     166.090    67.230   1  A2   (B)  #262  PPOUT_E75_ACC_ID1_CONN T PIN TB_TP274.1
$291     163.305    69.450   3  A2   (B)  #81   LEFT_CH_OUT_N    T PIN TB_TP43.1
$292     161.860    69.521   3  A2   (B)  #79   LEFT_CH_OUT_P    T PIN TB_TP57.1
$293     161.750    68.455   4  A2   (B)  #738  MAX983X4_L2_GAIN T PIN TB_TP54.1
$294     160.750    68.345   3  A2   (B)  #736  AUD_SPKRAMP_MUTE_L T PIN TB_TP58.1
$295     160.175    69.485   3  A2   (B)  #78   SPKRAMP_L1_OUT_N T PIN TB_TP51.1
$296     159.480    68.410   3  A2   (B)  #71   RIGHT_CH_OUT_N   T PIN TB_TP42.1
$297     158.380    69.100   3  A2   (B)  #69   RIGHT_CH_OUT_P   T PIN TB_TP52.1
$298     156.730    68.640   3  A2   (B)  #65   SPKRAMP_R2_OUT_N T PIN TB_TP45.1
$299     156.475    69.895   3  A2   (B)  #67   SPKRAMP_R1_OUT_N T PIN TB_TP47.1
$300     155.440    68.710   3  A2   (B)  #260  E75_ACC_DET_CONN_L T PIN TB_TP275.1
$301     155.100    69.980   3  A2   (B)  #735  MAX983X4_R2_GAIN T PIN TB_TP56.1
$302     152.930    69.460   3  A2   (B)  #534  LED_IO_1_B       T PIN TB_TP304.1
$303     152.020    68.570   4  A2   (B)  #538  LED_IO_3_B       T PIN TB_TP302.1
$304     150.750    68.570   3  A2   (B)  #542  LED_IO_5_B       T PIN TB_TP300.1
$305     151.845    70.140   3  A2   (B)  #536  LED_IO_2_B       T PIN TB_TP303.1
$306     150.575    70.250   3  A2   (B)  #540  LED_IO_4_B       T PIN TB_TP301.1
$307     149.710    69.310   3  A2   (B)  #544  LED_IO_6_B       T PIN TB_TP299.1
$308     148.440    69.350   3  A2   (B)  #274  PPVCC_MAIN_LCD_SW_CONN T PIN TB_TP155.1
$309     147.480    70.260   3  A2   (B)  #273  PPVCC_MAIN_LCD_SW T PIN TB_TP156.1
$310     145.170    69.350   3  A2   (B)  #297  PPLED_BACK_REG_A T PIN TB_TP298.1
$311     144.160    70.370   3  A2   (B)  #296  PPLED_BACK_REG_B T PIN TB_TP297.1
$312     143.840    69.080   3  A2   (B)  #318  PPLED_OUT_A      T PIN TB_TP296.1
$313     141.640    68.930   3  A2   (B)  #301  PP1V8_SW2        T PIN TB_TP182.1
$314      -2.360    47.900   3  E3   (B)  #118  PP3V0_COMP       T PIN TB_TP106.1
$315      -1.420    46.870   4  E3   (B)  #742  SPI_OSCAR_SCLK   T PIN TB_TP205.1
$316      -1.290    45.780   3  E3   (B)  #744  SPI_OSCAR_MOSI   T PIN TB_TP78.1
$317      -2.490    44.840   2  E3   (B)  #116  PP1V8_COMP       T PIN TB_TP107.1
$318       1.020    40.200   1  E3   (B)  #98   I2C3_CAM_ALS_SCL_1V8_F T PIN TB_TP84.1
$319       1.100    38.070   3  E3   (B)  #382  GPIO_CAM_ALS2SOC_IRQ_L_F T PIN TB_TP85.1
$320       0.295    37.050   3  E3   (B)  #102  ISP1_CAM_FRONT_SDA_F T PIN TB_TP211.1
$321      -2.080    39.565   3  E3   (B)  #99   I2C3_CAM_ALS_SDA_1V8_F T PIN TB_TP83.1
$322      -2.210    38.290   3  E3   (B)  #103  ISP1_CAM_FRONT_CLK_F T PIN TB_TP213.1
$323      -1.810    36.620   3  E3   (B)  #100  ISP1_CAM_FRONT_SHUTDOWN_L_F T PIN TB_TP210.1
$324      -1.930    35.345   3  E3   (B)  #95   PP2V9_AVDD_CAM_FRONT_FILT T PIN TB_TP198.1
$325       0.285    35.730   3  E3   (B)  #101  ISP1_CAM_FRONT_SCL_F T PIN TB_TP212.1
$326       0.500    34.540   3  E3   (B)  #371  GPIO_HS3_SHUNT_EN T PIN TB_TP28.1
$327      -1.350    34.200   3  E4   (B)  #104  PP1V8_CAM_FRONT_FILT T PIN TB_TP201.1
$328       0.760    33.230   3  E4   (B)  #97   PP3V0_ALS_FILT   T PIN TB_TP197.1
$329       0.780    30.020   2  E4   (B)  #60   GPIO_HS3_SHUNT_EN_FILT T PIN TB_TP137.1
$330       0.330    28.430   3  E4   (B)  #411  CONN_HP_HEADSET_DET_FILT T PIN TB_TP268.1
$331      -1.690    28.370   3  E4   (B)  #410  CONN_HP_RIGHT_FILT T PIN TB_TP262.1
$332      -1.210    27.160   3  E4   (B)  #412  CONN_HP_LEFT_FILT T PIN TB_TP263.1
$333      -1.740    25.820   3  E4   (B)  #415  CONN_HP_HS4_FILT T PIN TB_TP265.1
$334       0.295    26.265   3  E4   (B)  #413  CONN_HP_HS4_REF_FILT T PIN TB_TP264.1
$335       1.020    27.320   3  E4   (B)  #61   GPIO_HS4_SHUNT_EN_FILT T PIN TB_TP136.1
$336       1.000    25.205   3  E4   (B)  #416  CONN_HP_HS3_FILT T PIN TB_TP267.1
$337       0.275    23.500   3  E4   (B)  #414  CONN_HP_HS3_REF_FILT T PIN TB_TP266.1
$338       0.275    22.225   3  E4   (B)  #341  BOARD_TEMP4_P    T PIN TB_TP314.1
$339      -0.355     7.510   3  E5   (B)  #62   DMIC1_FF_SCLK_FILT T PIN TB_TP135.1
$340      -0.490     6.220   3  E5   (B)  #374  DMIC1_FF_SD      T PIN TB_TP260.1
$341      -0.485     4.880   3  E5   (B)  #63   DMIC1_FF_SD_FILT T PIN TB_TP134.1
$342      -0.485     3.500   3  E5   (B)  #59   PP1V8_DMIC_FILT  T PIN TB_TP133.1
