 Gerber_20200211(820-01839-a_v7)        Tebo-ICT,  license #XunKeDa

 Board Outline Contour             Metric units               11-February-2020 11:11

 User Datum  X  0.000,  Y  0.000,  Rotation   0.0

      X           Y         Radius

  193.020       0.747       0.000
  193.038       0.732       0.000
  193.056       0.718       0.000
  193.074       0.703       0.000
  193.093       0.689       0.000
  193.111       0.675       0.000
  193.130       0.661       0.000
  193.148       0.647       0.000
  193.167       0.634       0.000
  193.186       0.620       0.000
  193.205       0.607       0.000
  193.225       0.594       0.000
  193.244       0.581       0.000
  193.264       0.569       0.000
  193.283       0.556       0.000
  193.303       0.544       0.000
  193.322       0.532       0.000
  193.342       0.520       0.000
  193.362       0.508       0.000
  193.382       0.496       0.000
  193.403       0.485       0.000
  193.423       0.474       0.000
  193.443       0.463       0.000
  193.464       0.452       0.000
  193.485       0.441       0.000
  193.505       0.431       0.000
  193.526       0.421       0.000
  193.547       0.410       0.000
  193.568       0.401       0.000
  193.589       0.391       0.000
  193.610       0.381       0.000
  193.631       0.372       0.000
  193.653       0.363       0.000
  193.674       0.354       0.000
  193.696       0.345       0.000
  193.717       0.337       0.000
  193.739       0.328       0.000
  193.761       0.320       0.000
  193.782       0.312       0.000
  193.804       0.305       0.000
  193.826       0.297       0.000
  193.848       0.290       0.000
  193.870       0.282       0.000
  193.892       0.275       0.000
  193.915       0.269       0.000
  193.937       0.262       0.000
  193.959       0.256       0.000
  193.982       0.250       0.000
  194.004       0.244       0.000
  194.026       0.238       0.000
  194.049       0.232       0.000
  194.071       0.227       0.000
  194.094       0.222       0.000
  194.117       0.217       0.000
  194.140       0.212       0.000
  194.162       0.208       0.000
  194.185       0.204       0.000
  194.208       0.200       0.000
  194.231       0.196       0.000
  194.254       0.192       0.000
  194.277       0.188       0.000
  194.300       0.185       0.000
  194.323       0.182       0.000
  194.346       0.179       0.000
  194.369       0.177       0.000
  194.392       0.174       0.000
  194.415       0.172       0.000
  194.438       0.170       0.000
  194.461       0.168       0.000
  194.484       0.167       0.000
  194.508       0.165       0.000
  194.531       0.164       0.000
  194.554       0.163       0.000
  194.577       0.163       0.000
  194.600       0.162       0.000
  194.623       0.162       0.000
  194.646       0.162       0.000
  194.670       0.162       0.000
  194.693       0.162       0.000
  194.716       0.163       0.000
  194.739       0.164       0.000
  194.762       0.164       0.000
  194.785       0.166       0.000
  194.809       0.167       0.000
  194.832       0.169       0.000
  194.855       0.170       0.000
  194.878       0.172       0.000
  194.901       0.175       0.000
  194.924       0.177       0.000
  194.947       0.180       0.000
  194.970       0.183       0.000
  194.993       0.186       0.000
  195.016       0.189       0.000
  195.039       0.193       0.000
  195.062       0.196       0.000
  195.085       0.200       0.000
  195.108       0.204       0.000
  195.131       0.209       0.000
  195.153       0.213       0.000
  195.176       0.218       0.000
  195.199       0.223       0.000
  195.221       0.228       0.000
  195.244       0.233       0.000
  195.267       0.239       0.000
  195.289       0.244       0.000
  195.312       0.250       0.000
  195.334       0.257       0.000
  195.356       0.263       0.000
  195.378       0.269       0.000
  195.401       0.276       0.000
  195.423       0.283       0.000
  195.445       0.290       0.000
  195.467       0.298       0.000
  195.489       0.305       0.000
  195.511       0.313       0.000
  195.532       0.321       0.000
  195.554       0.329       0.000
  195.576       0.338       0.000
  195.597       0.346       0.000
  195.619       0.355       0.000
  195.640       0.364       0.000
  195.662       0.373       0.000
  195.683       0.383       0.000
  195.704       0.392       0.000
  195.725       0.402       0.000
  195.746       0.412       0.000
  195.767       0.422       0.000
  195.788       0.432       0.000
  195.808       0.442       0.000
  195.829       0.453       0.000
  195.849       0.464       0.000
  195.870       0.475       0.000
  195.890       0.486       0.000
  195.910       0.498       0.000
  195.930       0.509       0.000
  195.950       0.521       0.000
  195.970       0.533       0.000
  195.990       0.545       0.000
  196.010       0.558       0.000
  196.029       0.570       0.000
  196.049       0.583       0.000
  196.068       0.596       0.000
  196.087       0.609       0.000
  196.106       0.622       0.000
  196.125       0.635       0.000
  196.144       0.649       0.000
  196.163       0.663       0.000
  196.181       0.676       0.000
  196.200       0.691       0.000
  196.218       0.705       0.000
  196.236       0.719       0.000
  196.254       0.734       0.000
  196.272       0.749       0.000
  196.290       0.763       0.000
  196.308       0.778       0.000
  196.325       0.793       0.000
  196.343       0.809       0.000
  196.360       0.824       0.000
  196.377       0.840       0.000
  196.394       0.856       0.000
  196.411       0.872       0.000
  196.427       0.888       0.000
  196.444       0.904       0.000
  196.460       0.921       0.000
  196.476       0.938       0.000
  196.493       0.954       0.000
  196.508       0.971       0.000
  196.524       0.988       0.000
  196.540       1.005       0.000
  196.555       1.023       0.000
  196.571       1.040       0.000
  196.586       1.058       0.000
  196.601       1.075       0.000
  196.616       1.093       0.000
  196.630       1.111       0.000
  196.645       1.129       0.000
  196.659       1.148       0.000
  196.671       1.164       0.000
  196.716       1.217       0.000
  196.764       1.268       0.000
  196.815       1.315       0.000
  196.870       1.359       0.000
  196.927       1.399       0.000
  196.987       1.434       0.000
  197.050       1.466       0.000
  197.114       1.493       0.000
  197.180       1.515       0.000
  197.248       1.532       0.000
  197.316       1.545       0.000
  197.386       1.553       0.000
  197.456       1.557       0.000
  197.466       1.557       0.000
  200.635       1.557       0.000
  200.691       1.559       0.000
  200.746       1.565       0.000
  200.801       1.574       0.000
  200.856       1.588       0.000
  200.909       1.605       0.000
  200.960       1.626       0.000
  201.011       1.650       0.000
  201.059       1.678       0.000
  201.105       1.709       0.000
  201.149       1.744       0.000
  201.191       1.781       0.000
  201.229       1.821       0.000
  201.265       1.864       0.000
  201.298       1.909       0.000
  201.328       1.957       0.000
  201.354       2.006       0.000
  201.377       2.057       0.000
  201.396       2.109       0.000
  201.411       2.163       0.000
  201.423       2.218       0.000
  201.431       2.273       0.000
  201.434       2.329       0.000
  201.435       2.356       0.000
  201.435       5.662       0.000
  201.437       5.697       0.000
  201.440       5.732       0.000
  201.446       5.766       0.000
  201.455       5.800       0.000
  201.466       5.833       0.000
  201.479       5.866       0.000
  201.494       5.897       0.000
  201.511       5.927       0.000
  201.531       5.956       0.000
  201.552       5.984       0.000
  201.576       6.010       0.000
  201.601       6.034       0.000
  201.627       6.056       0.000
  201.656       6.077       0.000
  201.685       6.095       0.000
  201.716       6.112       0.000
  201.748       6.126       0.000
  201.781       6.138       0.000
  201.814       6.148       0.000
  201.848       6.155       0.000
  201.883       6.160       0.000
  201.918       6.162       0.000
  201.935       6.162       0.000
  213.560       6.162       0.000
  213.630       6.160       0.000
  213.699       6.153       0.000
  213.768       6.140       0.000
  213.835       6.123       0.000
  213.902       6.102       0.000
  213.967       6.076       0.000
  214.029       6.045       0.000
  214.090       6.010       0.000
  214.148       5.971       0.000
  214.203       5.928       0.000
  214.255       5.882       0.000
  214.303       5.831       0.000
  214.348       5.778       0.000
  214.389       5.722       0.000
  214.426       5.662       0.000
  214.459       5.601       0.000
  214.487       5.537       0.000
  214.511       5.471       0.000
  214.530       5.404       0.000
  214.545       5.336       0.000
  214.554       5.267       0.000
  214.559       5.197       0.000
  214.560       5.162       0.000
  214.560     -23.742       0.000
  214.557     -23.811       0.000
  214.550     -23.881       0.000
  214.538     -23.949       0.000
  214.521     -24.017       0.000
  214.500     -24.084       0.000
  214.474     -24.148       0.000
  214.443     -24.211       0.000
  214.408     -24.271       0.000
  214.369     -24.329       0.000
  214.326     -24.384       0.000
  214.279     -24.436       0.000
  214.229     -24.485       0.000
  214.176     -24.529       0.000
  214.119     -24.570       0.000
  214.060     -24.608       0.000
  213.998     -24.640       0.000
  213.935     -24.668       0.000
  213.869     -24.692       0.000
  213.802     -24.712       0.000
  213.734     -24.726       0.000
  213.665     -24.736       0.000
  213.595     -24.741       0.000
  213.560     -24.742       0.000
  171.454     -24.742       0.000
  171.384     -24.744       0.000
  171.315     -24.751       0.000
  171.246     -24.763       0.000
  171.178     -24.780       0.000
  171.112     -24.802       0.000
  171.047     -24.828       0.000
  170.985     -24.859       0.000
  170.924     -24.894       0.000
  170.866     -24.933       0.000
  170.811     -24.976       0.000
  170.759     -25.022       0.000
  170.711     -25.073       0.000
  170.666     -25.126       0.000
  170.625     -25.182       0.000
  170.588     -25.242       0.000
  170.555     -25.303       0.000
  170.527     -25.367       0.000
  170.503     -25.433       0.000
  170.484     -25.500       0.000
  170.469     -25.568       0.000
  170.460     -25.637       0.000
  170.455     -25.707       0.000
  170.454     -25.742       0.000
  170.454     -26.442       0.000
  170.451     -26.511       0.000
  170.444     -26.581       0.000
  170.432     -26.649       0.000
  170.415     -26.717       0.000
  170.394     -26.784       0.000
  170.367     -26.848       0.000
  170.337     -26.911       0.000
  170.302     -26.971       0.000
  170.263     -27.029       0.000
  170.220     -27.084       0.000
  170.173     -27.136       0.000
  170.123     -27.185       0.000
  170.070     -27.229       0.000
  170.013     -27.270       0.000
  169.954     -27.308       0.000
  169.892     -27.340       0.000
  169.828     -27.369       0.000
  169.763     -27.392       0.000
  169.696     -27.412       0.000
  169.628     -27.426       0.000
  169.558     -27.436       0.000
  169.489     -27.441       0.000
  169.454     -27.442       0.000
   24.514     -27.442       0.000
   24.444     -27.439       0.000
   24.375     -27.432       0.000
   24.306     -27.420       0.000
   24.239     -27.403       0.000
   24.172     -27.381       0.000
   24.108     -27.355       0.000
   24.045     -27.324       0.000
   23.984     -27.290       0.000
   23.927     -27.250       0.000
   23.871     -27.207       0.000
   23.820     -27.161       0.000
   23.771     -27.110       0.000
   23.726     -27.057       0.000
   23.685     -27.001       0.000
   23.648     -26.941       0.000
   23.615     -26.880       0.000
   23.587     -26.816       0.000
   23.563     -26.751       0.000
   23.544     -26.683       0.000
   23.530     -26.615       0.000
   23.520     -26.546       0.000
   23.515     -26.476       0.000
   23.514     -26.442       0.000
   23.514     -25.742       0.000
   23.512     -25.672       0.000
   23.504     -25.602       0.000
   23.492     -25.534       0.000
   23.475     -25.466       0.000
   23.454     -25.399       0.000
   23.428     -25.335       0.000
   23.397     -25.272       0.000
   23.362     -25.212       0.000
   23.323     -25.154       0.000
   23.280     -25.099       0.000
   23.233     -25.047       0.000
   23.183     -24.998       0.000
   23.130     -24.954       0.000
   23.073     -24.913       0.000
   23.014     -24.875       0.000
   22.952     -24.843       0.000
   22.889     -24.815       0.000
   22.823     -24.791       0.000
   22.756     -24.771       0.000
   22.688     -24.757       0.000
   22.619     -24.747       0.000
   22.549     -24.742       0.000
   22.514     -24.742       0.000
   -1.416     -24.742       0.000
   -1.486     -24.739       0.000
   -1.555     -24.732       0.000
   -1.624     -24.720       0.000
   -1.691     -24.703       0.000
   -1.758     -24.681       0.000
   -1.822     -24.655       0.000
   -1.885     -24.624       0.000
   -1.946     -24.589       0.000
   -2.004     -24.550       0.000
   -2.059     -24.507       0.000
   -2.110     -24.461       0.000
   -2.159     -24.410       0.000
   -2.204     -24.357       0.000
   -2.245     -24.301       0.000
   -2.282     -24.241       0.000
   -2.315     -24.180       0.000
   -2.343     -24.116       0.000
   -2.367     -24.050       0.000
   -2.386     -23.983       0.000
   -2.401     -23.915       0.000
   -2.410     -23.846       0.000
   -2.415     -23.776       0.000
   -2.416     -23.742       0.000
   -2.416      -6.438       0.000
   -2.415      -6.403       0.000
   -2.411      -6.368       0.000
   -2.405      -6.334       0.000
   -2.396      -6.300       0.000
   -2.386      -6.267       0.000
   -2.373      -6.234       0.000
   -2.357      -6.203       0.000
   -2.340      -6.173       0.000
   -2.320      -6.144       0.000
   -2.299      -6.116       0.000
   -2.275      -6.090       0.000
   -2.250      -6.066       0.000
   -2.224      -6.043       0.000
   -2.195      -6.023       0.000
   -2.166      -6.005       0.000
   -2.135      -5.988       0.000
   -2.103      -5.974       0.000
   -2.070      -5.962       0.000
   -2.037      -5.952       0.000
   -2.003      -5.945       0.000
   -1.968      -5.940       0.000
   -1.933      -5.938       0.000
   -1.916      -5.938       0.000
   -1.881      -5.936       0.000
   -1.846      -5.932       0.000
   -1.812      -5.926       0.000
   -1.778      -5.918       0.000
   -1.745      -5.907       0.000
   -1.713      -5.894       0.000
   -1.681      -5.879       0.000
   -1.651      -5.861       0.000
   -1.622      -5.842       0.000
   -1.595      -5.820       0.000
   -1.569      -5.797       0.000
   -1.544      -5.772       0.000
   -1.522      -5.745       0.000
   -1.501      -5.717       0.000
   -1.483      -5.687       0.000
   -1.467      -5.657       0.000
   -1.452      -5.625       0.000
   -1.440      -5.592       0.000
   -1.431      -5.558       0.000
   -1.424      -5.524       0.000
   -1.419      -5.490       0.000
   -1.416      -5.455       0.000
   -1.416      -5.438       0.000
   -1.416      -1.438       0.000
