 Gerber_20200211(820-01839-a_v7)        Tebo-ICT,  license #XunKeDa
C8452        124.242     0.758    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8453        124.242     1.918    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8454        124.242     3.078    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8455        124.242     4.238    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8456        124.988     5.076    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8457        129.405     4.916  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C8458        131.146    -0.228   90.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8459        130.362     4.911  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8460        117.573     4.263   90.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C8461        117.531     2.299   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8462        121.498     4.258  180.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8463        119.130    -1.554    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8464        119.150     4.764  180.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8465        117.318    -0.190  270.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8466        123.958    -1.137  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8467        119.802     3.926    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C8468        120.712    -1.269  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8469        118.823     3.923  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8480        127.279    -5.011  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8481        126.647    -3.802  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8482        128.465    -3.879  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8483        129.887    -3.872    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8484        114.269     2.759   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8485        115.111     3.515   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8486        115.117     2.094   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C848F        127.566    -3.957   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8490        123.695    -5.392  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8491        123.705    -4.582  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8492        124.855    -3.782    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8493        123.445    -3.782  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8494        123.038    -6.535  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C849F        122.518    -3.844   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C84B0        119.758   -12.507  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C84B1        116.412   -12.524  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C84B2        115.612   -11.115   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C84B3        115.612   -12.524  270.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C84B4        116.412   -11.115   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C84B5        120.388   -10.902  180.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C84B6        118.978   -10.902    0.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C84BF        119.736   -11.520    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8500        165.040    -4.162   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8501        167.393    -2.740   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8502        166.230    -2.690   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8510        164.967    -0.357    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8511        164.967    -1.316    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8512        158.756    -2.960  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8513        164.908    -2.276   90.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C8514        164.967    -0.837    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8515        161.890     0.252   90.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8516        159.218    -6.087  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8550        166.797    -6.814    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8551        166.797    -5.654    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8552        166.797    -4.494    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8555        158.756    -3.440  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8556        165.293    -5.932  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8557        161.145    -6.085  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8558        158.756    -4.400  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8560        160.193    -6.079  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8561        158.756    -3.920  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8562        158.757    -1.902  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8563        156.495     1.218  180.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C8564        159.092     1.176    0.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C8565        157.015     4.123   90.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C8566        155.865     4.123   90.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C8567        154.715     4.123   90.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C8568        154.724     1.758  270.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C8569        156.481     2.372  180.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C8570        161.205     0.373   90.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C8571        163.472     1.038   90.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C8572        164.279    -7.329    0.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C8573        160.023     0.077  180.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C8574        164.279    -8.179    0.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C8580        156.389    -0.645  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C8581        158.602     0.171    0.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C8582        156.394     0.211  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C8583        157.827    -1.783  270.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C8584        158.967    -0.738   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8588        156.977    -1.783  270.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C8589        155.800    -1.500  180.0  AA   (T)  'CAP-0402-HP7-0P1MM', 'CAP-0402-HP7-0P1MM'
C8590        162.060    -9.811  180.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C8591        167.277     3.907  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C8592        166.474     3.917  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C8593        165.138     1.191    0.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C85A0        162.621     1.044   90.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C85A1        156.053    -6.984  180.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C85A2        157.472    -6.984    0.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C85A3        164.279    -6.479    0.0  AA   (T)  'CAP-0402-1P2XP7-HP55', 'CAP-0402-1P2XP7-HP55'
C8599        162.060   -10.961  180.0  AA   (T)  'CAP-0603-1P8X1P0-H1P0', 'CAP-0603-1P8X1P0-H1P0'
C8600         90.563   -23.119  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8601         90.549   -21.772  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8602         88.637   -22.852  270.0  AA   (T)  'CAP-01005', 'CAP-01005'
C8604         89.629   -20.903    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C8610        130.072   -21.667    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8611        128.589   -21.600   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C8612        129.601   -23.555    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C8614        127.874   -22.646   90.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C8706        141.131    -0.339   90.0  AA   (T)  'CAP-0402-1P2XP7-HP7-0P1MM', 'CAP-0402-1P2XP7-HP7-0P1MM'
C8707        136.665    -0.353  180.0  AA   (T)  'CAP-0402-1P05XP55-HP55', 'CAP-0402-1P05XP55-HP55'
C8708        140.683    -4.826  270.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C8709        139.341    -4.165  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8710        152.996    -6.908  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8711        151.577    -4.999   90.0  AA   (T)  'CAP-0402-1P15XP65-HP65-0P1MM', 'CAP-0402-1P15XP65-HP65-0P1MM'
C8712        150.671    -5.460  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8713        155.153    -7.416   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8720        154.763    -6.992   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8723        156.451   -11.138  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8724        151.409   -10.949  180.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8725        151.513   -13.905  270.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8726        150.347   -13.881  270.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8727        150.929   -12.119  180.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8729        137.200     1.080    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8730        137.971     0.090  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8731        132.273    -5.749  180.0  AA   (T)  'CAP-0402-HP7', 'CAP-0402-HP7'
C8732        144.763    -0.824   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8733        144.510    -3.165  270.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8734        141.925    -2.703  270.0  AA   (T)  'CAP-0402-1P2XP7-HP7-0P1MM', 'CAP-0402-1P2XP7-HP7-0P1MM'
C8735        141.107    -2.254  270.0  AA   (T)  'CAP-0402-HP55', 'CAP-0402-HP55'
C8736        141.382    -1.297    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C8737        143.298    -3.165  270.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8738        142.443    -0.824   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C873A        141.839    -3.627    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C8739        143.603    -0.824   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C8922        167.629     1.594   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8925        184.625    -2.763  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C8927        184.515    -3.193  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C8929        184.615    -2.393  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8950        211.133    -1.928   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C8951        211.793   -18.880    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8955        211.150    -0.120   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C8990        213.791    -9.495   90.0  AA   (T)  'CAP-0402-HP55', 'CAP-0402-HP55'
C8991        145.288     3.979  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8992        145.288     4.349  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8993        212.985   -14.487  270.0  AA   (T)  'CAP-0402-HP55', 'CAP-0402-HP55'
C8994        145.288     3.609  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C8995        134.734     1.010  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C8996        145.288     2.334  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8997        145.288     1.854  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C8998        145.288     2.759  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C9150        127.721   -19.324  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C9160         52.202   -18.678  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C9161         52.194   -18.295  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
CA204_S      118.650   -20.939  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
L2203        197.027   -19.904  180.0  AA   (T)  'IND-0402-HP55MM', 'IND-0402-HP55MM'
L2204        196.003   -15.019  180.0  AA   (T)  'IND-0402-HP55MM', 'IND-0402-HP55MM'
L2280        201.598   -18.560   90.0  AA   (T)  'IND-P-LGA-1210-3P35X2P65-HP65-TERM1P0X2P5', 'IND-P-LGA-1210-3P35X2P65-HP65-TERM1P0X2P5'
L2350        201.442   -23.027    0.0  AA   (T)  'IND-P-0603-1P8X1P0-HP8', 'IND-P-0603-1P8X1P0-HP8'
L253_W        55.186   -21.619    0.0  AA   (T)  'IND-P-0603-1P8X1P0-HP8', 'IND-P-0603-1P8X1P0-HP8'
L255_W        55.204   -19.524    0.0  AA   (T)  'IND-P-0603-1P8X1P0-HP8', 'IND-P-0603-1P8X1P0-HP8'
L2720         22.424    54.473   90.0  AA   (T)  'FIL-01005-HP22', 'FIL-01005-HP22'
L2900         22.946    24.362   90.0  AA   (T)  'IND-P-PIQA20121T-2SM-H1P0', 'IND-P-PIQA20121T-2SM-H1P0'
L2950         21.320    22.051  270.0  AA   (T)  'IND-P-PIQA20121T-2SM-H1P0', 'IND-P-PIQA20121T-2SM-H1P0'
L3000        135.988   -13.255  180.0  AA   (T)  'IND-P-LLP-2520-2P7X2P2-H1P2-TERMP9X2P0', 'IND-P-LLP-2520-2P7X2P2-H1P2-TERMP9X2P0'
L3001        136.008    -8.080  180.0  AA   (T)  'IND-P-LLP-2520-2P7X2P2-H1P2-TERMP9X2P0', 'IND-P-LLP-2520-2P7X2P2-H1P2-TERMP9X2P0'
L3002        142.749    -5.594    0.0  AA   (T)  'IND-P-LLP-2520-2P7X2P2-H1P2-TERMP9X2P0', 'IND-P-LLP-2520-2P7X2P2-H1P2-TERMP9X2P0'
L3003        142.418   -11.106  270.0  AA   (T)  'IND-P-LLP-2520-2P7X2P2-H1P2-TERMP9X2P0', 'IND-P-LLP-2520-2P7X2P2-H1P2-TERMP9X2P0'
L3600        135.640   -17.541    0.0  AA   (T)  'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2', 'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2'
L3800        208.670    -9.740    0.0  AA   (T)  'FIL-TAM0605-0201-4SM-HP35-COMBO', 'FIL-TAM0605-0201-4SM-HP35-COMBO'
L3801        207.140    -9.740    0.0  AA   (T)  'FIL-TAM0605-0201-4SM-HP35-COMBO', 'FIL-TAM0605-0201-4SM-HP35-COMBO'
L4100         25.634    -1.885  270.0  AA   (T)  'IND-P-PIWA2012-2P1X1P3-2SM-HP8', 'IND-P-PIWA2012-2P1X1P3-2SM-HP8'
L4101         18.471    -2.051  270.0  AA   (T)  'IND-P-PIWA2012-2P1X1P3-2SM-HP8', 'IND-P-PIWA2012-2P1X1P3-2SM-HP8'
L4601        167.422    -9.559   90.0  AA   (T)  'IND-0603-HP75', 'IND-0603-HP75'
L4602        172.455    -4.752   90.0  AA   (T)  'FIL-TAM0605-0201-4SM-HP35-COMBO', 'FIL-TAM0605-0201-4SM-HP35-COMBO'
L4612        172.455    -7.897   90.0  AA   (T)  'FIL-TAM0605-0201-4SM-HP35-COMBO', 'FIL-TAM0605-0201-4SM-HP35-COMBO'
L4622        172.455    -6.841   90.0  AA   (T)  'FIL-TAM0605-0201-4SM-HP35-COMBO', 'FIL-TAM0605-0201-4SM-HP35-COMBO'
L4632        172.455    -5.802   90.0  AA   (T)  'FIL-TAM0605-0201-4SM-HP35-COMBO', 'FIL-TAM0605-0201-4SM-HP35-COMBO'
L4642        172.465    -3.312  270.0  AA   (T)  'FIL-TAM0605-0201-4SM-HP35-COMBO', 'FIL-TAM0605-0201-4SM-HP35-COMBO'
L4680        171.834   -16.703   90.0  AA   (T)  'IND-0402-HP55MM', 'IND-0402-HP55MM'
L4690        176.961    -5.145    0.0  AA   (T)  'RES-01005-HP15', 'RES-01005-HP15'
L6000         17.974    62.844  270.0  AA   (T)  'IND-P-PIJD2012-2P1X1P3-2SM-HP65', 'IND-P-PIJD2012-2P1X1P3-2SM-HP65'
L6200         22.799    28.329    0.0  AA   (T)  'IND-P-PIWA2012-2P1X1P3-2SM-H1P0', 'IND-P-PIWA2012-2P1X1P3-2SM-H1P0'
L7740         81.565    -1.962    0.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L7741         81.555    -0.202    0.0  AA   (T)  'IND-P-PIXX2012-2P2X1P4-2SM-H1P2', 'IND-P-PIXX2012-2P2X1P4-2SM-H1P2'
L7742         81.555     1.399    0.0  AA   (T)  'IND-P-PIXX2012-2P2X1P4-2SM-H1P2', 'IND-P-PIXX2012-2P2X1P4-2SM-H1P2'
L7750         81.486    -3.864    0.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L7760         78.885    -5.618  180.0  AA   (T)  'IND-P-2020-2P2X2P2-2SM-H1P2', 'IND-P-2020-2P2X2P2-2SM-H1P2'
L77A0         78.905     2.848    0.0  AA   (T)  'IND-P-PIXX2012-2P2X1P4-2SM-H1P2', 'IND-P-PIXX2012-2P2X1P4-2SM-H1P2'
L77C0         75.705     2.908  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8100        118.183   -15.037  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8101        121.334   -15.037  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8102        118.104   -17.804  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8103        121.254   -17.804  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8110        118.183    -9.487  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8111        118.200    -6.737  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8112        121.350    -6.737  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8113        121.334    -9.487  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8120        125.761   -17.814  270.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8121        127.881   -17.914  270.0  AA   (T)  'IND-P-PIXX2012-2P2X1P4-2SM-H1P2', 'IND-P-PIXX2012-2P2X1P4-2SM-H1P2'
L8130        130.795   -16.382    0.0  AA   (T)  'IND-P-2020-2P2X2P2-2SM-H1P2', 'IND-P-2020-2P2X2P2-2SM-H1P2'
L8170        123.480   -17.769  270.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L8425        128.142     1.940  270.0  AA   (T)  'IND-P-LGA-5050-5P2X5P2-H1P2-TERM1P4X5P0', 'IND-P-LGA-5050-5P2X5P2-H1P2-TERM1P4X5P0'
L8455        120.340     1.452  270.0  AA   (T)  'IND-P-LGA-4040-4P2X4P2-2SM-H1P2-TERM1P1X4P0', 'IND-P-LGA-4040-4P2X4P2-2SM-H1P2-TERM1P1X4P0'
L8480        128.987    -5.507   90.0  AA   (T)  'IND-P-2020-2P2X2P2-2SM-H1P2', 'IND-P-2020-2P2X2P2-2SM-H1P2'
L8490        125.635    -5.052  180.0  AA   (T)  'IND-P-PIXX2012-2P2X1P4-2SM-H1P2', 'IND-P-PIXX2012-2P2X1P4-2SM-H1P2'
L84B0        121.334   -12.286  180.0  AA   (T)  'IND-P-PIXX2016-2P1X1P7-H1P2', 'IND-P-PIXX2016-2P1X1P7-H1P2'
L84B1        118.124   -12.400  180.0  AA   (T)  'IND-P-PIXX2012-2P2X1P4-2SM-H1P2', 'IND-P-PIXX2012-2P2X1P4-2SM-H1P2'
L8570        161.747    -7.776    0.0  AA   (T)  'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2', 'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2'
L8571        156.783    -4.753  270.0  AA   (T)  'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2', 'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2'
L8701        135.651    -2.161    0.0  AA   (T)  'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2', 'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2'
L8710        151.264    -7.505  270.0  AA   (T)  'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2', 'IND-P-PIKA32251B-3P35X2P65-2SM-H1P2'
D3800        197.301    -8.216   90.0  AA   (T)  'DIO-X3WLB1608-1P63XP83-2SM-HP31', 'DIO-X3WLB1608-1P63XP83-2SM-HP31'
D4000        206.285   -13.553  270.0  AA   (T)  'SUPPR-X3DFN2-P66XP36-HP33', 'SUPPR-X3DFN2-P66XP36-HP33'
D4001        206.285   -14.418   90.0  AA   (T)  'SUPPR-X3DFN2-P66XP36-HP33', 'SUPPR-X3DFN2-P66XP36-HP33'
D4004        206.285   -11.827  270.0  AA   (T)  'SUPPR-X3DFN2-P66XP36-HP33', 'SUPPR-X3DFN2-P66XP36-HP33'
D4005        206.285   -12.688   90.0  AA   (T)  'SUPPR-X3DFN2-P66XP36-HP33', 'SUPPR-X3DFN2-P66XP36-HP33'
D4010        206.285   -17.878   90.0  AA   (T)  'SUPPR-X3DFN2-P66XP36-HP33', 'SUPPR-X3DFN2-P66XP36-HP33'
D4011        206.285   -17.013  270.0  AA   (T)  'SUPPR-X3DFN2-P66XP36-HP33', 'SUPPR-X3DFN2-P66XP36-HP33'
D4014        206.285   -16.148   90.0  AA   (T)  'SUPPR-X3DFN2-P66XP36-HP33', 'SUPPR-X3DFN2-P66XP36-HP33'
D4015        206.285   -15.283  270.0  AA   (T)  'SUPPR-X3DFN2-P66XP36-HP33', 'SUPPR-X3DFN2-P66XP36-HP33'
D6260         23.701    50.949  180.0  AA   (T)  'LED-0201-P73XP43-2SM-HP25', 'LED-0201-P73XP43-2SM-HP25'
D8428        126.556    -1.292  180.0  AA   (T)  'DIO-DFN1608D-2SM-HP4', 'DIO-DFN1608D-2SM-HP4'
D8458        123.162    -1.059   90.0  AA   (T)  'DIO-DFN1608D-2SM-HP4', 'DIO-DFN1608D-2SM-HP4'
D8710        151.270    -9.814    0.0  AA   (T)  'DIO-DSN2-2SM-HP31', 'DIO-DSN2-2SM-HP31'
D9002        174.033    -0.655    0.0  AA   (T)  'LED-0603-HP45', 'LED-0603-HP45'
DZ2720        23.228    54.495  270.0  AA   (T)  'SUPPR-0201-P63XP33-HP33', 'SUPPR-0201-P63XP33-HP33'
DZ2730        21.506    35.447  180.0  AA   (T)  'SUPPR-0201-P63XP33-HP33', 'SUPPR-0201-P63XP33-HP33'
DZ2731        23.234    35.707   90.0  AA   (T)  'SUPPR-0201-P63XP33-HP33', 'SUPPR-0201-P63XP33-HP33'
DZ4010       203.141    -9.008  180.0  AA   (T)  'SUPPR-ESD-0201-P6XP3-HP33', 'SUPPR-ESD-0201-P6XP3-HP33'
DZ4011       209.971    -4.148  180.0  AA   (T)  'SUPPR-ESD-0201-P6XP3-HP33', 'SUPPR-ESD-0201-P6XP3-HP33'
DZ4012       203.163    -9.592  180.0  AA   (T)  'SUPPR-ESD-0201-P6XP3-HP33', 'SUPPR-ESD-0201-P6XP3-HP33'
