 Gerber_20200211(820-01839-a_v7)        Tebo-ICT,  license #XunKeDa

 Test Fixture Nails     420/420  Selected Drills           11-February-2020 11:11
                        420 Nails,  1606 Nets               Metric units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$226      17.965    53.907   3  AA   (B)  #2    GND              T PIN TP93HE.1
$226      24.580    53.256   4  AA   (B)  #2    GND              T PIN TP93H0.1
$226     178.383    -0.177   2  AA   (B)  #2    GND              T PIN TP9396.1
$226      22.558    38.292   4  AA   (B)  #2    GND              T PIN TP93HB.1
$226     154.600   -22.025   4  AA   (B)  #2    GND              T PIN TP93HJ.1
$226      21.974    37.478   3  AA   (B)  #2    GND              T PIN TP93HC.1
$226      16.100    -3.075   4  AA   (B)  #2    GND              T PIN TP93HL.1
$226      18.055    52.903   4  AA   (B)  #2    GND              T PIN TP93HF.1
$226     204.515    -2.868   3  AA   (B)  #2    GND              T PIN TP93H9.1
$226      18.600    63.779   4  AA   (B)  #2    GND              T PIN TP93P6.1
$226     205.525    -2.878   4  AA   (B)  #2    GND              T PIN TP93H6.1
$226      17.906    60.888   2  AA   (B)  #2    GND              T PIN TP93P8.1
$226     155.014   -22.957   4  AA   (B)  #2    GND              T PIN TP93H4.1
$226     128.950    -7.950   3  AA   (B)  #2    GND              T PIN TP939N.1
$226     212.675    -3.992   2  AA   (B)  #2    GND              T PIN TP9395.1
$226     142.971     0.425   2  AA   (B)  #2    GND              T PIN TP939I.1
$226     127.300    -7.950   2  AA   (B)  #2    GND              T PIN TP939M.1
$226      20.839    39.541   1  AA   (B)  #2    GND              T PIN TP93P7.1
$226      17.100    -3.075   4  AA   (B)  #2    GND              T PIN TP93HM.1
$226      74.083    -0.441   3  AA   (B)  #2    GND              T PIN TP931G.1
$226     206.639    -2.818   3  AA   (B)  #2    GND              T PIN TP93H8.1
$226     211.232     0.166   1  AA   (B)  #2    GND              T PIN TP939E.1
$226     153.600   -22.025   3  AA   (B)  #2    GND              T PIN TP93HK.1
$226     213.126    -1.687   3  AA   (B)  #2    GND              T PIN TP939F.1
$226      56.918   -23.193   3  AA   (B)  #2    GND              T PIN TP93H3.1
$226     212.708    -5.841   3  AA   (B)  #2    GND              T PIN TP9393.1
$226     205.349     0.158   3  AA   (B)  #2    GND              T PIN TP93H7.1
$226     212.742    -7.555   2  AA   (B)  #2    GND              T PIN TP9394.1
$227      17.033    52.901   3  AA   (B)  #731  WIDE_SYNC_CONN   T PIN TP9454.1
$228      16.955    51.900   4  AA   (B)  #393  PP2V85_RCAM_SWIDE_AVDDH1_CONN T PIN TP941C.1
$229      16.955    50.900   4  AA   (B)  #408  ISP_TO_SWIDE_SHUTDOWN_CONN_L T PIN TP942U.1
$230      18.050    50.900   3  AA   (B)  #372  PP3V3_JAS_EXT_LDO_R2 T PIN TP9406.1
$231      18.050    49.900   4  AA   (B)  #732  SWIDE_SYNC_CONN  T PIN TP942V.1
$232      18.050    48.900   3  AA   (B)  #394  PP1V215_RCAM_SWIDE_DVDD_CONN T PIN TP941A.1
$233      16.955    49.900   3  AA   (B)  #392  PP1V8_RCAM_SWIDE_VDDIO_CONN T PIN TP941B.1
$234      16.955    48.900   4  AA   (B)  #409  SWIDE_TO_STROBE_DRIVER_STROBE_CONN T PIN TP942W.1
$235      16.955    47.900   3  AA   (B)  #405  I2C_RCAM2_SWIDE_SCL_CONN T PIN TP942S.1
$236      18.050    47.900   4  AA   (B)  #410  PP_TOF_VDDLAS_CONN T PIN TP941D.1
$237      18.050    46.900   3  AA   (B)  #407  AP_TO_SWIDE_CLK_12MHZ_CONN T PIN TP942R.1
$238      16.955    46.900   4  AA   (B)  #406  I2C_RCAM2_SWIDE_SDA_CONN T PIN TP942T.1
$239      16.955    45.900   3  AA   (B)  #159  DMIC2_MIC_SD_CONN T PIN TP93K5.1
$240      17.000    44.900   4  AA   (B)  #158  DMIC2_MIC_SCLK_CONN T PIN TP93K4.1
$241      18.000    44.900   3  AA   (B)  #161  PP1V8_S2_DMIC_C3_CONN T PIN TP93KK.1
$242      20.800    44.000   3  AA   (B)  #412  PP1V8_CAM_TOF_VDDIO_CONN T PIN TP941F.1
$243      21.800    44.000   4  AA   (B)  #411  PN_TOF_VSPAD_CONN T PIN TP941E.1
$244      21.800    43.000   3  AA   (B)  #734  GPIO_RCAM_PMU_TO_TOF_SHUTDOWN_CONN_L T PIN TP943Z.1
$245      22.735    42.026   4  AA   (B)  #152  PENROSE_VIS_IR_VOUT1_P T PIN TP942C.1
$246      22.899    40.955   3  AA   (B)  #1151 I2C3_RCAM_PMU_SCL T PIN TP9464.1
$247      22.610    39.341   3  AA   (B)  #153  PENROSE_IR_VOUT2_P T PIN TP942D.1
$248      20.700    37.500   3  AA   (B)  #542  GPIO_BTN_VOL_DOWN_L_CONN T PIN TP93G7.1
$249      20.700    36.450   4  AA   (B)  #543  GPIO_BTN_VOL_UP_L_CONN T PIN TP93G6.1
$250      22.300    36.500   4  AA   (B)  #178  PPSTROBE_LED_WARM1_CONN T PIN TP9426.1
$250      22.300    35.450   3  AA   (B)  #178  PPSTROBE_LED_WARM1_CONN T PIN TP9422.1
$251      20.698    32.329   4  AA   (B)  #371  PP_TOF_VDDLAS    T PIN TP940F.1
$251      20.700    31.300   3  AA   (B)  #371  PP_TOF_VDDLAS    T PIN TP940E.1
$252      20.700    28.800   3  AA   (B)  #370  PN_TOF_VSPAD     T PIN TP940D.1
$252      20.700    29.850   4  AA   (B)  #370  PN_TOF_VSPAD     T PIN TP940C.1
$253      20.700    26.950   3  AA   (B)  #176  PPSTROBE_LED_COOL1_CONN T PIN TP9421.1
$253      20.700    25.900   4  AA   (B)  #176  PPSTROBE_LED_COOL1_CONN T PIN TP9425.1
$254      20.700    24.850   3  AA   (B)  #177  PPSTROBE1_BST    T PIN TP942A.1
$255      20.710    20.621   3  AA   (B)  #181  PPSTROBE2_BST    T PIN TP942B.1
$256      20.700    18.550   3  AA   (B)  #182  PPSTROBE_LED_WARM2_CONN T PIN TP9424.1
$256      20.720    19.620   4  AA   (B)  #182  PPSTROBE_LED_WARM2_CONN T PIN TP9428.1
$257      20.700    16.450   3  AA   (B)  #180  PPSTROBE_LED_COOL2_CONN T PIN TP9423.1
$257      20.700    17.500   4  AA   (B)  #180  PPSTROBE_LED_COOL2_CONN T PIN TP9427.1
$258      26.693     1.604   4  AA   (B)  #207  SPKRAMP_FH_R_T_OUT_P T PIN TP3500.1
$258      27.726     1.581   3  AA   (B)  #207  SPKRAMP_FH_R_T_OUT_P T PIN TP3501.1
$259      28.283    -1.530   3  AA   (B)  #1002 I2C3_SDA_1V8     T PIN TP9467.1
$260      27.173    -1.389   4  AA   (B)  #1001 I2C3_SCL_1V8     T PIN TP9466.1
$261      25.673     1.596   4  AA   (B)  #208  SPKRAMP_FH_R_T_OUT_N T PIN TP3502.1
$261      24.670     1.572   3  AA   (B)  #208  SPKRAMP_FH_R_T_OUT_N T PIN TP3503.1
$262      41.550     1.650   4  AA   (B)  #211  SPKRAMP_FH_R_W_OUT_N T PIN TP3506.1
$262      23.246     0.905   3  AA   (B)  #211  SPKRAMP_FH_R_W_OUT_N T PIN TP3507.1
$263      40.510     1.646   3  AA   (B)  #210  SPKRAMP_FH_R_W_OUT_P T PIN TP3505.1
$263      22.173     0.970   4  AA   (B)  #210  SPKRAMP_FH_R_W_OUT_P T PIN TP3504.1
$264      20.170    -1.530   4  AA   (B)  #1247 SLG_TO_AOP_DMIC_DISABLE_WARN_L T PIN TP9463.1
$265      19.600    -2.380   3  AA   (B)  #1169 GPM_DMIC_DISABLE_L T PIN TP9461.1
$266      17.450    -2.100   3  AA   (B)  #1192 GPIO_CPANEL_HALL_TO_PMU_IRQ_L T PIN TP93J6.1
$267       6.200    -2.950   3  AA   (B)  #284  PP_TITUS_B_ANODE T PIN TP9437.1
$267      15.093    -3.583   3  AA   (B)  #284  PP_TITUS_B_ANODE T PIN TP9438.1
$268       7.377    -5.142   4  AA   (B)  #282  PP_TITUS_DENSE_ANODE T PIN TP9432.1
$268      13.188    -3.819   1  AA   (B)  #282  PP_TITUS_DENSE_ANODE T PIN TP9431.1
$269      15.072     0.464   2  AA   (B)  #1129 RIGEL_TESTMODE_EN T PIN TP943E.1
$270      13.325     1.256   2  AA   (B)  #1246 GPIO_RIGEL_TO_SOC_IRQ T PIN TP943D.1
$271       8.711    -1.854   3  AA   (B)  #292  PP_ROSALINE_ANODE T PIN TP943C.1
$271       8.719     1.423   3  AA   (B)  #292  PP_ROSALINE_ANODE T PIN TP943B.1
$272       7.897     0.611   4  AA   (B)  #588  I2C0_AOP_BI_PROX_ALS_YOGI_SDA_CONN T PIN TP943Q.1
$273       7.694     1.640   4  AA   (B)  #290  DMIC2_MIC_SD_ROS_CONN T PIN TP93KF.1
$274       6.650     1.550   4  AA   (B)  #285  PP3V0_YOGI_PROX_ALS_CONN T PIN TP943R.1
$275       5.699     1.142   3  AA   (B)  #291  YOGI_TO_RIGEL_STATUS_CONN T PIN TP943S.1
$276       6.550     0.550   4  AA   (B)  #586  I2C0_AOP_TO_PROX_ALS_YOGI_SCL_CONN T PIN TP943P.1
$277       6.600    -0.450   4  AA   (B)  #289  DMIC3_MIC_SCLK_ROS_CONN T PIN TP93KE.1
$278       5.650     0.050   4  AA   (B)  #286  PROX_BI_AP_AOP_INT_CONN_L T PIN TP943T.1
$279       7.750    -1.400   4  AA   (B)  #281  PP_TITUS_SPARSE_ANODE T PIN TP9433.1
$279       5.650    -1.050   4  AA   (B)  #281  PP_TITUS_SPARSE_ANODE T PIN TP9434.1
$280       5.600    -2.100   4  AA   (B)  #283  PP_TITUS_A_ANODE T PIN TP9435.1
$280       7.916    -3.033   3  AA   (B)  #283  PP_TITUS_A_ANODE T PIN TP9436.1
$281       7.150    -2.350   4  AA   (B)  #288  ALS_C4_TO_SOC_INT_CONN_L T PIN TP943U.1
$282       8.079    -4.390   4  AA   (B)  #271  MAMA_BEAR_BI_RIGEL_STATUS_CONN T PIN TP943J.1
$283       8.935    -4.909   3  AA   (B)  #580  I2C3_ISP_BI_MAMA_BEAR_SDA_CONN T PIN TP943H.1
$284       8.470    -5.796   4  AA   (B)  #431  PP3V0_ALS        T PIN TP9314.1
$285       8.700    -6.800   3  AA   (B)  #270  TITUS_TO_RIGEL_VCSEL_NTC_CONN T PIN TP943W.1
$286       7.550    -6.200   3  AA   (B)  #578  I2C3_ISP_TO_MAMA_BEAR_SCL_CONN T PIN TP943I.1
$287       6.600    -1.500   3  AA   (B)  #280  PP_TITUS_CATHODE T PIN TP943A.1
$287       6.687    -4.413   3  AA   (B)  #280  PP_TITUS_CATHODE T PIN TP9439.1
$288       5.600    -4.000   4  AA   (B)  #287  ALS_C3_TO_SOC_INT_CONN_L T PIN TP943V.1
$289       5.600    -5.050   3  AA   (B)  #269  TITUS_TO_AOP_B2B_DETECT_CONN T PIN TP943K.1
$290       5.650    -7.000   3  AA   (B)  #186  DMIC1_MIC_SD_CONN T PIN TP93K3.1
$291       5.600    -8.000   4  AA   (B)  #185  DMIC1_MIC_SCLK_CONN T PIN TP93K2.1
$292       5.760    -9.670   4  AA   (B)  #576  ISP_JULIET_SDA_CONN T PIN TP943M.1
$293       6.813   -10.082   3  AA   (B)  #272  AP_TO_JULIET_SHUTDOWN_L_CONN T PIN TP943O.1
$294       6.570    -8.880   3  AA   (B)  #187  PP1V8_S2_DMIC_CONN T PIN TP93KG.1
$295       6.614    -7.878   4  AA   (B)  #276  PP1V215_JULIET_DVDD_CONN T PIN TP9414.1
$296       7.480    -8.390   4  AA   (B)  #584  AP_TO_JULIET_CLK_CONN T PIN TP943N.1
$297       7.950    -9.290   3  AA   (B)  #574  ISP_JULIET_SCL_CONN T PIN TP943L.1
$298       8.235   -10.430   4  AA   (B)  #278  PP1V8_JULIET_VDDIO_CONN T PIN TP9415.1
$299       7.700   -11.485   3  AA   (B)  #277  PP2V85_JULIET_AVDD_CONN T PIN TP9416.1
$300       6.736   -11.218   4  AA   (B)  #274  JULIET_PMU_TO_RIGEL_STROBE_CONN T PIN TP943F.1
$301       5.820   -10.801   3  AA   (B)  #275  GPIO_FCAM_JULIET_TO_ACE_SYNC T PIN TP9452.1
$302       5.600   -13.150   3  AA   (B)  #164  PP1V215_FRONT_CAM_CONN T PIN TP9411.1
$303       5.600   -14.150   4  AA   (B)  #165  PP1V8_CAM_FRONT_CONN T PIN TP9412.1
$304       5.600   -15.150   3  AA   (B)  #567  ISP_CAM_FRONT_SCL_CONN T PIN TP942I.1
$305       6.600   -14.600   4  AA   (B)  #565  ISP_CAM_FRONT_SDA_CONN T PIN TP942J.1
$306       6.700   -13.600   4  AA   (B)  #162  ISP_CAM_FRONT_CLK_CONN T PIN TP942H.1
$307       7.593   -14.114   3  AA   (B)  #569  ISP_CAM_FRONT_SHUTDOWN_L_CONN T PIN TP942K.1
$308       6.500   -15.650   4  AA   (B)  #163  PP2V90_FRONT_CAM_CONN T PIN TP9413.1
$309       7.450   -16.250   3  AA   (B)  #1232 CLK_PMU_TO_WLAN_32K T PIN TP93I2.1
$310       6.751   -18.592   2  AA   (B)  #90   PP1V8_S2_EXT_SW2 T PIN TP930A.1
$311      16.658   -20.626   3  AA   (B)  #204  SPKRAMP_FH_L_W_OUT_P T PIN TP3405.1
$311       8.795   -18.174   1  AA   (B)  #204  SPKRAMP_FH_L_W_OUT_P T PIN TP3404.1
$312      12.800   -19.800   3  AA   (B)  #202  SPKRAMP_FH_L_T_OUT_N T PIN TP3403.1
$312      13.550   -20.500   4  AA   (B)  #202  SPKRAMP_FH_L_T_OUT_N T PIN TP3402.1
$313      15.650   -20.600   4  AA   (B)  #201  SPKRAMP_FH_L_T_OUT_P T PIN TP3400.1
$313      14.650   -20.450   3  AA   (B)  #201  SPKRAMP_FH_L_T_OUT_P T PIN TP3401.1
$314      17.658   -20.603   4  AA   (B)  #205  SPKRAMP_FH_L_W_OUT_N T PIN TP3406.1
$314      18.669   -20.611   3  AA   (B)  #205  SPKRAMP_FH_L_W_OUT_N T PIN TP3407.1
$315      56.042   -12.475   1  AA   (B)  #79   PP1V8_NAND2_AVDD_H T PIN TP93NH.1
$316      61.573   -22.086   1  AA   (B)  #102  PP1V8_PHOS_FILT  T PIN TP93G2.1
$317      70.846   -13.550   1  AA   (B)  #71   PP1V8_NAND1_AVDD_H T PIN TP93NG.1
$318      72.958   -20.190   1  AA   (B)  #73   PP2V63_OTP       T PIN TP930F.1
$319      85.320   -19.654   1  AA   (B)  #52   PP0V775_S2_AOP   T PIN TP931E.1
$320      84.278   -15.212   1  AA   (B)  #954  JTAG_SOC_SEL     T PIN TP93C1.1
$321      87.045   -15.395   4  AA   (B)  #980  TP_JTAG_SOC_TDI  T PIN TP93C4.1
$322      87.943   -16.022   3  AA   (B)  #982  JTAG_SOC_TCK     T PIN TP93C2.1
$323      87.949   -13.409   3  AA   (B)  #953  TP_JTAG_SOC_TRST_L T PIN TP93C5.1
$324      88.608   -12.655   4  AA   (B)  #1223 TP_JTAG_SOC_TDO  T PIN TP93C6.1
$325      89.461   -13.276   3  AA   (B)  #1233 CLK_PMU_TO_AOP_32K T PIN TP93K1.1
$326      91.876   -16.037   1  AA   (B)  #981  JTAG_SOC_TMS     T PIN TP93C3.1
$327      97.001   -18.493   3  AA   (B)  #472  BOARD_TEMP5_P    T PIN TP93A8.1
$328      97.623   -19.979   2  AA   (B)  #63   PPVDD_S1_SOC     T PIN TP9303.1
$329     108.024   -22.080   1  AA   (B)  #64   PPVDD_CPU_SRAM   T PIN TP930G.1
$330     112.276   -20.561   1  AA   (B)  #955  SOC_TESTMODE     T PIN TP93C7.1
$331     115.400   -21.848   1  AA   (B)  #959  USB_VBUS_DETECT_R T PIN TP93GZ.1
$332     118.458   -19.002   2  AA   (B)  #478  BOARD_TEMP8_P    T PIN TP93B1.1
$333     118.003   -17.262   2  AA   (B)  #61   PPVDD_CPU        T PIN TP9301.1
$334     124.299   -13.678   3  AA   (B)  #1220 TP_AMUX_BY       T PIN TP93B5.1
$335     125.372   -13.147   3  AA   (B)  #1219 TP_AMUX_AY       T PIN TP93B4.1
$336     127.941   -14.733   1  AA   (B)  #463  PP1V8_ALWAYS     T PIN TP9343.1
$337     125.324   -16.809   1  AA   (B)  #1213 GPIO_FORCE_DFU   T PIN TP93C9.1
$338     127.067   -18.584   1  AA   (B)  #1214 PMU_SHUTDOWN     T PIN TP93BD.1
$339     130.815   -22.423   2  AA   (B)  #482  PMU_TCAL         T PIN TP93A3.1
$340     132.516   -23.428   2  AA   (B)  #60   PP3V3_USB        T PIN TP9317.1
